Ballot order,Collection,Box,Position,Stamp,Ballot id,Comments
696,AllBallots,box1,47,,bid547,,
697,AllBallots,box1,4,,bid504,,
698,AllBallots,box1,1,,bid750,,
699,AllBallots,box1,181,,bid930,,
700,AllBallots,box1,312,,bid312,,
701,AllBallots,box1,247,,bid247,,
702,AllBallots,box1,1,,bid501,,
703,AllBallots,box1,136,,bid885,,
704,AllBallots,box1,99,,bid599,,
705,AllBallots,box1,134,,bid134,,
706,AllBallots,box1,92,,bid592,,
707,AllBallots,box1,27,,bid527,,
708,AllBallots,box1,21,,bid21,,
709,AllBallots,box1,156,,bid656,,
710,AllBallots,box1,229,,bid229,,
711,AllBallots,box1,231,,bid731,,
712,AllBallots,box1,212,,bid712,,
713,AllBallots,box1,207,,bid207,,
714,AllBallots,box1,193,,bid693,,
715,AllBallots,box1,239,,bid239,,
716,AllBallots,box1,251,,bid1000,,
717,AllBallots,box1,277,,bid277,,
718,AllBallots,box1,247,,bid747,,
719,AllBallots,box1,1,,bid1,,
720,AllBallots,box1,268,,bid268,,
721,AllBallots,box1,319,,bid319,,
722,AllBallots,box1,289,,bid289,,
723,AllBallots,box1,327,,bid327,,
724,AllBallots,box1,130,,bid130,,
725,AllBallots,box1,321,,bid321,,
726,AllBallots,box1,118,,bid618,,
727,AllBallots,box1,216,,bid716,,
728,AllBallots,box1,81,,bid81,,
729,AllBallots,box1,9,,bid758,,
730,AllBallots,box1,352,,bid352,,
731,AllBallots,box1,201,,bid950,,
732,AllBallots,box1,213,,bid213,,
733,AllBallots,box1,60,,bid60,,
734,AllBallots,box1,67,,bid67,,
735,AllBallots,box1,158,,bid158,,
736,AllBallots,box1,230,,bid979,,
737,AllBallots,box1,240,,bid989,,
738,AllBallots,box1,246,,bid995,,
739,AllBallots,box1,204,,bid953,,
740,AllBallots,box1,224,,bid973,,
741,AllBallots,box1,148,,bid648,,
742,AllBallots,box1,155,,bid655,,
743,AllBallots,box1,186,,bid935,,
744,AllBallots,box1,62,,bid811,,
745,AllBallots,box1,76,,bid576,,
746,AllBallots,box1,20,,bid20,,
747,AllBallots,box1,15,,bid15,,
748,AllBallots,box1,335,,bid335,,
749,AllBallots,box1,496,,bid496,,
750,AllBallots,box1,224,,bid724,,
751,AllBallots,box1,121,,bid121,,
752,AllBallots,box1,16,,bid516,,
753,AllBallots,box1,203,,bid203,,
754,AllBallots,box1,249,,bid749,,
755,AllBallots,box1,146,,bid146,,
756,AllBallots,box1,489,,bid489,,
757,AllBallots,box1,367,,bid367,,
758,AllBallots,box1,6,,bid6,,
759,AllBallots,box1,237,,bid237,,
760,AllBallots,box1,148,,bid897,,
761,AllBallots,box1,211,,bid960,,
762,AllBallots,box1,40,,bid40,,
763,AllBallots,box1,57,,bid806,,
764,AllBallots,box1,385,,bid385,,
765,AllBallots,box1,73,,bid822,,
766,AllBallots,box1,445,,bid445,,
767,AllBallots,box1,120,,bid620,,
768,AllBallots,box1,203,,bid952,,
769,AllBallots,box1,51,,bid800,,
770,AllBallots,box1,269,,bid269,,
771,AllBallots,box1,462,,bid462,,
772,AllBallots,box1,453,,bid453,,
773,AllBallots,box1,130,,bid630,,
774,AllBallots,box1,35,,bid784,,
775,AllBallots,box1,140,,bid140,,
776,AllBallots,box1,114,,bid114,,
777,AllBallots,box1,176,,bid176,,
778,AllBallots,box1,351,,bid351,,
779,AllBallots,box1,80,,bid580,,
780,AllBallots,box1,434,,bid434,,
781,AllBallots,box1,164,,bid913,,
782,AllBallots,box1,158,,bid658,,
783,AllBallots,box1,436,,bid436,,
784,AllBallots,box1,409,,bid409,,
785,AllBallots,box1,108,,bid608,,
786,AllBallots,box1,64,,bid813,,
787,AllBallots,box1,256,,bid256,,
788,AllBallots,box1,342,,bid342,,
789,AllBallots,box1,345,,bid345,,
790,AllBallots,box1,13,,bid762,,
791,AllBallots,box1,263,,bid263,,
792,AllBallots,box1,303,,bid303,,
793,AllBallots,box1,467,,bid467,,
794,AllBallots,box1,300,,bid300,,
795,AllBallots,box1,182,,bid931,,
796,AllBallots,box1,183,,bid932,,
797,AllBallots,box1,75,,bid75,,
798,AllBallots,box1,188,,bid688,,
799,AllBallots,box1,174,,bid174,,
800,AllBallots,box1,142,,bid142,,
801,AllBallots,box1,331,,bid331,,
802,AllBallots,box1,63,,bid563,,
803,AllBallots,box1,220,,bid969,,
804,AllBallots,box1,267,,bid267,,
805,AllBallots,box1,168,,bid668,,
806,AllBallots,box1,25,,bid525,,
807,AllBallots,box1,36,,bid785,,
808,AllBallots,box1,88,,bid88,,
809,AllBallots,box1,185,,bid934,,
810,AllBallots,box1,404,,bid404,,
811,AllBallots,box1,485,,bid485,,
812,AllBallots,box1,61,,bid810,,
813,AllBallots,box1,129,,bid129,,
814,AllBallots,box1,21,,bid521,,
815,AllBallots,box1,477,,bid477,,
816,AllBallots,box1,122,,bid122,,
817,AllBallots,box1,248,,bid997,,
818,AllBallots,box1,449,,bid449,,
819,AllBallots,box1,226,,bid226,,
820,AllBallots,box1,486,,bid486,,
821,AllBallots,box1,133,,bid633,,
822,AllBallots,box1,102,,bid851,,
823,AllBallots,box1,236,,bid236,,
824,AllBallots,box1,120,,bid120,,
825,AllBallots,box1,105,,bid854,,
826,AllBallots,box1,42,,bid791,,
827,AllBallots,box1,12,,bid761,,
828,AllBallots,box1,17,,bid517,,
829,AllBallots,box1,37,,bid37,,
830,AllBallots,box1,452,,bid452,,
831,AllBallots,box1,93,,bid93,,
832,AllBallots,box1,243,,bid243,,
833,AllBallots,box1,454,,bid454,,
834,AllBallots,box1,243,,bid743,,
835,AllBallots,box1,332,,bid332,,
836,AllBallots,box1,52,,bid801,,
837,AllBallots,box1,104,,bid104,,
838,AllBallots,box1,147,,bid647,,
839,AllBallots,box1,167,,bid916,,
840,AllBallots,box1,456,,bid456,,
841,AllBallots,box1,206,,bid206,,
842,AllBallots,box1,12,,bid12,,
843,AllBallots,box1,114,,bid863,,
844,AllBallots,box1,142,,bid642,,
845,AllBallots,box1,92,,bid92,,
846,AllBallots,box1,139,,bid639,,
847,AllBallots,box1,140,,bid889,,
848,AllBallots,box1,186,,bid186,,
849,AllBallots,box1,316,,bid316,,
850,AllBallots,box1,32,,bid32,,
851,AllBallots,box1,66,,bid815,,
852,AllBallots,box1,222,,bid971,,
853,AllBallots,box1,275,,bid275,,
854,AllBallots,box1,377,,bid377,,
855,AllBallots,box1,130,,bid879,,
856,AllBallots,box1,227,,bid976,,
857,AllBallots,box1,246,,bid746,,
858,AllBallots,box1,157,,bid906,,
859,AllBallots,box1,178,,bid678,,
860,AllBallots,box1,46,,bid46,,
861,AllBallots,box1,19,,bid519,,
862,AllBallots,box1,414,,bid414,,
863,AllBallots,box1,133,,bid882,,
864,AllBallots,box1,438,,bid438,,
865,AllBallots,box1,127,,bid127,,
866,AllBallots,box1,122,,bid622,,
867,AllBallots,box1,201,,bid201,,
868,AllBallots,box1,415,,bid415,,
869,AllBallots,box1,109,,bid609,,
870,AllBallots,box1,102,,bid602,,
871,AllBallots,box1,301,,bid301,,
872,AllBallots,box1,7,,bid507,,
873,AllBallots,box1,103,,bid103,,
874,AllBallots,box1,238,,bid238,,
875,AllBallots,box1,219,,bid719,,
876,AllBallots,box1,32,,bid532,,
877,AllBallots,box1,22,,bid22,,
878,AllBallots,box1,134,,bid634,,
879,AllBallots,box1,142,,bid891,,
880,AllBallots,box1,36,,bid536,,
881,AllBallots,box1,161,,bid910,,
882,AllBallots,box1,88,,bid837,,
883,AllBallots,box1,154,,bid154,,
884,AllBallots,box1,353,,bid353,,
885,AllBallots,box1,22,,bid771,,
886,AllBallots,box1,221,,bid970,,
887,AllBallots,box1,59,,bid59,,
888,AllBallots,box1,16,,bid765,,
889,AllBallots,box1,499,,bid499,,
890,AllBallots,box1,125,,bid625,,
891,AllBallots,box1,231,,bid231,,
892,AllBallots,box1,31,,bid31,,
893,AllBallots,box1,65,,bid65,,
894,AllBallots,box1,197,,bid946,,
895,AllBallots,box1,61,,bid561,,
896,AllBallots,box1,133,,bid133,,
897,AllBallots,box1,391,,bid391,,
898,AllBallots,box1,211,,bid711,,
899,AllBallots,box1,349,,bid349,,
900,AllBallots,box1,166,,bid166,,
901,AllBallots,box1,304,,bid304,,
902,AllBallots,box1,238,,bid987,,
903,AllBallots,box1,10,,bid510,,
904,AllBallots,box1,292,,bid292,,
905,AllBallots,box1,89,,bid589,,
906,AllBallots,box1,113,,bid113,,
907,AllBallots,box1,89,,bid89,,
908,AllBallots,box1,180,,bid180,,
909,AllBallots,box1,124,,bid624,,
910,AllBallots,box1,254,,bid254,,
911,AllBallots,box1,249,,bid998,,
912,AllBallots,box1,215,,bid215,,
913,AllBallots,box1,10,,bid759,,
914,AllBallots,box1,210,,bid959,,
915,AllBallots,box1,163,,bid663,,
916,AllBallots,box1,89,,bid838,,
917,AllBallots,box1,419,,bid419,,
918,AllBallots,box1,28,,bid777,,
919,AllBallots,box1,83,,bid83,,
920,AllBallots,box1,204,,bid704,,
921,AllBallots,box1,396,,bid396,,
922,AllBallots,box1,9,,bid509,,
923,AllBallots,box1,208,,bid208,,
924,AllBallots,box1,429,,bid429,,
925,AllBallots,box1,87,,bid87,,
926,AllBallots,box1,290,,bid290,,
927,AllBallots,box1,423,,bid423,,
928,AllBallots,box1,403,,bid403,,
929,AllBallots,box1,410,,bid410,,
930,AllBallots,box1,170,,bid670,,
931,AllBallots,box1,194,,bid194,,
932,AllBallots,box1,465,,bid465,,
933,AllBallots,box1,169,,bid169,,
934,AllBallots,box1,101,,bid850,,
935,AllBallots,box1,228,,bid977,,
936,AllBallots,box1,78,,bid78,,
937,AllBallots,box1,488,,bid488,,
938,AllBallots,box1,190,,bid190,,
939,AllBallots,box1,91,,bid91,,
940,AllBallots,box1,421,,bid421,,
941,AllBallots,box1,134,,bid883,,
942,AllBallots,box1,397,,bid397,,
943,AllBallots,box1,153,,bid653,,
944,AllBallots,box1,475,,bid475,,
945,AllBallots,box1,393,,bid393,,
946,AllBallots,box1,106,,bid606,,
947,AllBallots,box1,4,,bid753,,
948,AllBallots,box1,326,,bid326,,
949,AllBallots,box1,439,,bid439,,
950,AllBallots,box1,136,,bid636,,
951,AllBallots,box1,480,,bid480,,
952,AllBallots,box1,383,,bid383,,
953,AllBallots,box1,323,,bid323,,
954,AllBallots,box1,215,,bid964,,
955,AllBallots,box1,493,,bid493,,
956,AllBallots,box1,382,,bid382,,
957,AllBallots,box1,170,,bid170,,
958,AllBallots,box1,149,,bid898,,
959,AllBallots,box1,87,,bid587,,
960,AllBallots,box1,81,,bid581,,
961,AllBallots,box1,15,,bid764,,
962,AllBallots,box1,244,,bid244,,
963,AllBallots,box1,33,,bid782,,
964,AllBallots,box1,159,,bid908,,
965,AllBallots,box1,271,,bid271,,
966,AllBallots,box1,357,,bid357,,
967,AllBallots,box1,5,,bid505,,
968,AllBallots,box1,41,,bid790,,
969,AllBallots,box1,135,,bid884,,
970,AllBallots,box1,103,,bid852,,
971,AllBallots,box1,169,,bid669,,
972,AllBallots,box1,125,,bid874,,
973,AllBallots,box1,387,,bid387,,
974,AllBallots,box1,101,,bid601,,
975,AllBallots,box1,444,,bid444,,
976,AllBallots,box1,37,,bid786,,
977,AllBallots,box1,70,,bid570,,
978,AllBallots,box1,42,,bid42,,
979,AllBallots,box1,195,,bid195,,
980,AllBallots,box1,196,,bid696,,
981,AllBallots,box1,249,,bid249,,
982,AllBallots,box1,123,,bid872,,
983,AllBallots,box1,214,,bid214,,
984,AllBallots,box1,487,,bid487,,
985,AllBallots,box1,226,,bid726,,
986,AllBallots,box1,84,,bid833,,
987,AllBallots,box1,424,,bid424,,
988,AllBallots,box1,131,,bid131,,
989,AllBallots,box1,194,,bid694,,
990,AllBallots,box1,207,,bid707,,
991,AllBallots,box1,91,,bid840,,
992,AllBallots,box1,221,,bid721,,
993,AllBallots,box1,284,,bid284,,
994,AllBallots,box1,469,,bid469,,
995,AllBallots,box1,4,,bid4,,
996,AllBallots,box1,347,,bid347,,
997,AllBallots,box1,19,,bid768,,
998,AllBallots,box1,83,,bid583,,
999,AllBallots,box1,5,,bid5,,
